Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010102,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,63,59.4,66.4,,,"5,673","(32.3914073435, -90.1326233954)",PREVENT,COLON_SCREEN,2836000,28049010102,Colorectal Cancer Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000400,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.5,6.3,6.8,,,"3,373","(32.3541845971, -90.1641486204)",HLTHOUT,CANCER,2836000,28049000400,Cancer (except skin)
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002200,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,86.9,84.7,88.9,,,"2,450","(32.3230862923, -90.2352663163)",PREVENT,PAPTEST,2836000,28049002200,Pap Smear Test
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002200,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.6,28.3,30.9,,,"2,450","(32.3230862923, -90.2352663163)",HLTHOUT,ARTHRITIS,2836000,28049002200,Arthritis
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003000,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.9,25.1,26.7,,,"2,104","(32.2795847495, -90.2022037077)",HLTHOUT,ARTHRITIS,2836000,28049003000,Arthritis
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002200,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,44.9,39.8,49.6,,,"2,450","(32.3230862923, -90.2352663163)",PREVENT,COLON_SCREEN,2836000,28049002200,Colorectal Cancer Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000900,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.8,7.7,9.9,,,"2,015","(32.3436482912, -90.2098240871)",HLTHOUT,STROKE,2836000,28049000900,Stroke
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011102,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.3,37.1,39.6,,,"5,056","(32.2251402127, -90.2603643583)",UNHBEH,SLEEP,2836000,28049011102,Sleep <7 hours
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003500,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,48.2,44.3,52.2,,,"3,931","(32.2626920049, -90.2228454457)",PREVENT,COLON_SCREEN,2836000,28049003500,Colorectal Cancer Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010202,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.2,6,6.4,,,"6,137","(32.3844840557, -90.1837056957)",HLTHOUT,CANCER,2836000,28049010202,Cancer (except skin)
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003000,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.6,11.2,12.1,,,"2,104","(32.2795847495, -90.2022037077)",UNHBEH,BINGE,2836000,28049003000,Binge Drinking
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001900,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,79.9,77,82.7,,,"1,950","(32.3199223985, -90.1980304796)",PREVENT,MAMMOUSE,2836000,28049001900,Mammography
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002700,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,4.1,4.6,,,"1,377","(32.2960209234, -90.1767733078)",HLTHOUT,KIDNEY,2836000,28049002700,Chronic Kidney Disease
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28089030105,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,77.9,66.6,87.2,,,622,"(32.4055231258, -90.1578816308)",PREVENT,PAPTEST,2836000,28089030105,Pap Smear Test
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003300,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.9,12.9,14.9,,,"6,508","(32.2812612493, -90.2392578521)",HLTHOUT,DIABETES,2836000,28049003300,Diabetes
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010301,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,21.8,16.8,27.3,,,"3,284","(32.3659087039, -90.261172434)",PREVENT,COREW,2836000,28049010301,Core preventive services for older women
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001900,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,76,75.1,76.7,,,"1,950","(32.3199223985, -90.1980304796)",PREVENT,CHECKUP,2836000,28049001900,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28089030105,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.1,4.5,10.5,,,622,"(32.4055231258, -90.1578816308)",HLTHOUT,PHLTH,2836000,28089030105,Physical Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001000,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.5,23.6,31.2,,,"1,509","(32.3305746651, -90.2089575618)",UNHBEH,CSMOKING,2836000,28049001000,Current Smoking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28089030105,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.8,4.6,7,,,622,"(32.4055231258, -90.1578816308)",HLTHOUT,ARTHRITIS,2836000,28089030105,Arthritis
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000100,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.6,5,6.3,,,"4,584","(32.3760966125, -90.1333490224)",HLTHOUT,CHD,2836000,28049000100,Coronary Heart Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010902,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,79.3,77.5,81.2,,,"1,819","(32.3020333386, -90.2663131694)",PREVENT,CHOLSCREEN,2836000,28049010902,Cholesterol Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000500,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,4,4.7,,,"6,041","(32.3607883236, -90.1824183353)",HLTHOUT,KIDNEY,2836000,28049000500,Chronic Kidney Disease
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011101,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,34.5,28.8,40.6,,,"2,827","(32.2470923241, -90.2706288247)",PREVENT,COREM,2836000,28049011101,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002300,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.4,12.3,14.7,,,"2,518","(32.3146727051, -90.2454096274)",HLTHOUT,CASTHMA,2836000,28049002300,Current Asthma
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003400,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,18.5,15.2,22.1,,,"3,832","(32.2808856068, -90.2219754256)",PREVENT,COREW,2836000,28049003400,Core preventive services for older women
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010901,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.2,11.5,12.9,,,"2,764","(32.3245803396, -90.2730968105)",UNHBEH,BINGE,2836000,28049010901,Binge Drinking
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010101,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,40,32.8,47.1,,,"6,121","(32.3885604745, -90.1001598448)",PREVENT,COREM,2836000,28049010101,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011101,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,19,15.8,22.3,,,"2,827","(32.2470923241, -90.2706288247)",PREVENT,ACCESS2,2836000,28049011101,Health Insurance
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003400,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,70.6,69.3,71.8,,,"3,832","(32.2808856068, -90.2219754256)",PREVENT,CHECKUP,2836000,28049003400,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003600,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,24.9,21,29,,,"3,952","(32.2631259622, -90.2457588861)",PREVENT,ACCESS2,2836000,28049003600,Health Insurance
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010301,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.6,10.8,12.6,,,"3,284","(32.3659087039, -90.261172434)",HLTHOUT,CASTHMA,2836000,28049010301,Current Asthma
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000200,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,68.9,65.3,71.7,,,"5,395","(32.3604779334, -90.1295873326)",PREVENT,COLON_SCREEN,2836000,28049000200,Colorectal Cancer Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010203,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,4,4.7,,,"2,892","(32.3777863053, -90.2193404986)",HLTHOUT,KIDNEY,2836000,28049010203,Chronic Kidney Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003200,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,76.5,75.5,77.7,,,"1,586","(32.2940043377, -90.2226483173)",PREVENT,BPMED,2836000,28049003200,Taking BP Medication
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002400,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.5,15.8,19,,,"4,565","(32.3034428694, -90.2303837936)",HLTHOUT,DIABETES,2836000,28049002400,Diabetes
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001400,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,47.2,40.7,52.7,,,"3,076","(32.3400347421, -90.1387066293)",PREVENT,COREM,2836000,28049001400,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011102,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.8,2.7,2.9,,,"5,056","(32.2251402127, -90.2603643583)",HLTHOUT,KIDNEY,2836000,28049011102,Chronic Kidney Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000400,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,40.7,39.6,41.6,,,"3,373","(32.3541845971, -90.1641486204)",HLTHOUT,BPHIGH,2836000,28049000400,High Blood Pressure
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000200,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.1,16.5,17.7,,,"5,395","(32.3604779334, -90.1295873326)",UNHBEH,BINGE,2836000,28049000200,Binge Drinking
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003200,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.4,17.8,22.9,,,"1,586","(32.2940043377, -90.2226483173)",HLTHOUT,MHLTH,2836000,28049003200,Mental Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.5,19.5,28.7,,,"3,581","(32.2952059785, -90.2068443548)",PREVENT,ACCESS2,2836000,28049011500,Health Insurance
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000301,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.4,3.2,3.5,,,"2,637","(32.3665228128, -90.1634025553)",HLTHOUT,CANCER,2836000,28049000301,Cancer (except skin)
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010201,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.8,22.7,24.9,,,"3,250","(32.3857261753, -90.161721287)",HLTHOUT,ARTHRITIS,2836000,28049010201,Arthritis
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001500,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.1,4.9,5.3,,,"3,264","(32.3195456692, -90.1687404216)",HLTHOUT,CANCER,2836000,28049001500,Cancer (except skin)
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28089030105,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,30,16.3,45.4,,,622,"(32.4055231258, -90.1578816308)",PREVENT,COREM,2836000,28089030105,Core preventive services for older men
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000800,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,78.2,76.3,80,,,"4,483","(32.3401797646, -90.2268185213)",PREVENT,CHOLSCREEN,2836000,28049000800,Cholesterol Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011103,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,70.7,69.8,71.5,,,"1,171","(32.2289509142, -90.2151651714)",PREVENT,CHECKUP,2836000,28049011103,Annual Checkup
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010301,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.1,6.7,9.5,,,"3,284","(32.3659087039, -90.261172434)",HLTHOUT,COPD,2836000,28049010301,COPD
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011002,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5,4.7,5.4,,,"4,390","(32.2610272446, -90.265130469)",HLTHOUT,CHD,2836000,28049011002,Coronary Heart Disease
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011103,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,75.5,72.9,77.8,,,"1,171","(32.2289509142, -90.2151651714)",PREVENT,MAMMOUSE,2836000,28049011103,Mammography
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010801,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,74,71.7,76.6,,,"1,604","(32.3096172571, -90.2991097228)",PREVENT,CHOLSCREEN,2836000,28049010801,Cholesterol Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002500,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.1,42.7,45.5,,,"2,388","(32.308201226, -90.2084021164)",UNHBEH,OBESITY,2836000,28049002500,Obesity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002500,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,48.4,47.1,49.7,,,"2,388","(32.308201226, -90.2084021164)",HLTHOUT,BPHIGH,2836000,28049002500,High Blood Pressure
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010902,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,39.9,38.8,41,,,"1,819","(32.3020333386, -90.2663131694)",HLTHOUT,HIGHCHOL,2836000,28049010902,High Cholesterol
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010808,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.1,26.6,33.4,,,"4,494","(32.2679492554, -90.297683472)",UNHBEH,LPA,2836000,28049010808,Physical Inactivity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28121020207,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,1,"(32.2959128998, -90.0677891779)",HLTHOUT,COPD,2836000,28121020207,COPD
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003500,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,5.4,6.4,,,"3,931","(32.2626920049, -90.2228454457)",HLTHOUT,CHD,2836000,28049003500,Coronary Heart Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001600,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11,10.4,11.8,,,"3,886","(32.3149024406, -90.1794376322)",HLTHOUT,CASTHMA,2836000,28049001600,Current Asthma
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000600,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9,7.4,10.8,,,"3,442","(32.3500168004, -90.2038372112)",HLTHOUT,COPD,2836000,28049000600,COPD
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003200,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.3,7.4,9.2,,,"1,586","(32.2940043377, -90.2226483173)",HLTHOUT,COPD,2836000,28049003200,COPD
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010102,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,5.4,5.8,,,"5,673","(32.3914073435, -90.1326233954)",HLTHOUT,CANCER,2836000,28049010102,Cancer (except skin)
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001500,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.6,3.2,4,,,"3,264","(32.3195456692, -90.1687404216)",HLTHOUT,CHD,2836000,28049001500,Coronary Heart Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010809,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.5,11.6,17.8,,,"2,093","(32.2562304412, -90.3139868721)",UNHBEH,CSMOKING,2836000,28049010809,Current Smoking
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000100,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,76.6,72.8,79.8,,,"4,584","(32.3760966125, -90.1333490224)",PREVENT,MAMMOUSE,2836000,28049000100,Mammography
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003500,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,31.2,30.1,32.4,,,"3,931","(32.2626920049, -90.2228454457)",HLTHOUT,HIGHCHOL,2836000,28049003500,High Cholesterol
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001600,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,29.5,28.6,30.3,,,"3,886","(32.3149024406, -90.1794376322)",HLTHOUT,HIGHCHOL,2836000,28049001600,High Cholesterol
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003300,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.3,3.9,4.8,,,"6,508","(32.2812612493, -90.2392578521)",HLTHOUT,STROKE,2836000,28049003300,Stroke
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003500,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43.7,41.8,45.2,,,"3,931","(32.2626920049, -90.2228454457)",UNHBEH,OBESITY,2836000,28049003500,Obesity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003400,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,42.1,37.9,46.2,,,"3,832","(32.2808856068, -90.2219754256)",UNHBEH,LPA,2836000,28049003400,Physical Inactivity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003400,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.3,10.6,12,,,"3,832","(32.2808856068, -90.2219754256)",UNHBEH,BINGE,2836000,28049003400,Binge Drinking
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010101,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,66.5,62.7,69.9,,,"6,121","(32.3885604745, -90.1001598448)",PREVENT,DENTAL,2836000,28049010101,Dental Visit
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28121020207,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,1,"(32.2959128998, -90.0677891779)",HLTHOUT,MHLTH,2836000,28121020207,Mental Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001100,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36,34.6,37.4,,,"1,827","(32.3294454095, -90.1955300324)",HLTHOUT,ARTHRITIS,2836000,28049001100,Arthritis
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011103,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,34.3,30.4,38.6,,,"1,171","(32.2289509142, -90.2151651714)",PREVENT,COREW,2836000,28049011103,Core preventive services for older women
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003000,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,76.6,75.2,78,,,"2,104","(32.2795847495, -90.2022037077)",PREVENT,CHOLSCREEN,2836000,28049003000,Cholesterol Screening
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001300,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.7,24.5,28.8,,,"4,143","(32.3380096287, -90.1721630218)",UNHBEH,LPA,2836000,28049001300,Physical Inactivity
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010902,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,36.3,27.8,44.8,,,"1,819","(32.3020333386, -90.2663131694)",HLTHOUT,TEETHLOST,2836000,28049010902,Teeth Loss
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010203,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,81.8,77.4,85.2,,,"2,892","(32.3777863053, -90.2193404986)",PREVENT,MAMMOUSE,2836000,28049010203,Mammography
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010201,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,30.1,22.9,37.5,,,"3,250","(32.3857261753, -90.161721287)",HLTHOUT,TEETHLOST,2836000,28049010201,Teeth Loss
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003800,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.1,5.7,6.5,,,"3,019","(32.245231086, -90.2219378426)",HLTHOUT,CHD,2836000,28049003800,Coronary Heart Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002300,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.4,8.1,10.8,,,"2,518","(32.3146727051, -90.2454096274)",HLTHOUT,COPD,2836000,28049002300,COPD
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001200,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.4,20.1,24.6,,,"1,823","(32.341655318, -90.1880337023)",HLTHOUT,PHLTH,2836000,28049001200,Physical Health
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,47.1,45.3,48.8,,,"1,272","(32.3113779365, -90.1880062695)",UNHBEH,OBESITY,2836000,28049011400,Obesity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001400,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.5,5.8,7.2,,,"3,076","(32.3400347421, -90.1387066293)",HLTHOUT,CHD,2836000,28049001400,Coronary Heart Disease
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010801,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,47.2,45.6,48.6,,,"1,604","(32.3096172571, -90.2991097228)",UNHBEH,OBESITY,2836000,28049010801,Obesity
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,10.2,8.2,12.9,,,"3,264","(32.3195456692, -90.1687404216)",PREVENT,ACCESS2,2836000,28049001500,Health Insurance
2017,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002200,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.6,5.2,6,,,"2,450","(32.3230862923, -90.2352663163)",HLTHOUT,KIDNEY,2836000,28049002200,Chronic Kidney Disease
2016,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001600,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,85.9,84.3,87.7,,,"3,886","(32.3149024406, -90.1794376322)",PREVENT,PAPTEST,2836000,28049001600,Pap Smear Test
