Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Population2010,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002000,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,70.2,,,66.1,74.2,"1,047","(32.3197192007, -90.2062608176)",PREVENT,MAMMOUSE,2836000,28049002000,Mammography
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002400,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.9,,,6.6,9.5,"4,565","(32.3034428694, -90.2303837936)",HLTHOUT,COPD,2836000,28049002400,COPD
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010201,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.3,,,19.3,27.2,"3,250","(32.3857261753, -90.161721287)",UNHBEH,CSMOKING,2836000,28049010201,Current Smoking
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011102,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.5,,,13.1,13.9,"5,056","(32.2251402127, -90.2603643583)",UNHBEH,BINGE,2836000,28049011102,Binge Drinking
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010102,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.3,,,5.1,5.6,"5,673","(32.3914073435, -90.1326233954)",HLTHOUT,CANCER,2836000,28049010102,Cancer (except skin)
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010801,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.5,,,6.8,8.2,"1,604","(32.3096172571, -90.2991097228)",HLTHOUT,CHD,2836000,28049010801,Coronary Heart Disease
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000500,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.7,,,13.9,17.5,"6,041","(32.3607883236, -90.1824183353)",HLTHOUT,MHLTH,2836000,28049000500,Mental Health
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011103,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,38.8,,,34.4,42.8,"1,171","(32.2289509142, -90.2151651714)",PREVENT,COREW,2836000,28049011103,Core preventive services for older women
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000500,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,42.5,,,40.8,44.2,"6,041","(32.3607883236, -90.1824183353)",HLTHOUT,HIGHCHOL,2836000,28049000500,High Cholesterol
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010902,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.3,,,15.6,19.1,"1,819","(32.3020333386, -90.2663131694)",HLTHOUT,MHLTH,2836000,28049010902,Mental Health
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000600,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,40.2,,,35.7,44.9,"3,442","(32.3500168004, -90.2038372112)",UNHBEH,LPA,2836000,28049000600,Physical Inactivity
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001000,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,86.2,,,85.3,87,"1,509","(32.3305746651, -90.2089575618)",PREVENT,BPMED,2836000,28049001000,Taking BP Medication
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003400,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.5,,,9.8,11.2,"3,832","(32.2808856068, -90.2219754256)",UNHBEH,BINGE,2836000,28049003400,Binge Drinking
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010102,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.7,,,13.1,14.2,"5,673","(32.3914073435, -90.1326233954)",UNHBEH,BINGE,2836000,28049010102,Binge Drinking
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001500,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.3,,,16.4,18.3,"3,264","(32.3195456692, -90.1687404216)",HLTHOUT,ARTHRITIS,2836000,28049001500,Arthritis
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010801,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.7,,,18.5,22.9,"1,604","(32.3096172571, -90.2991097228)",HLTHOUT,PHLTH,2836000,28049010801,Physical Health
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010500,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.7,,,24.5,32.8,77,"(32.3891051587, -90.2686162692)",UNHBEH,LPA,2836000,28049010500,Physical Inactivity
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000700,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.8,,,13.9,17.8,"5,710","(32.3422170976, -90.2571613241)",HLTHOUT,MHLTH,2836000,28049000700,Mental Health
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28121020207,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,*,Estimates suppressed for population less than 50,,,1,"(32.2959128998, -90.0677891779)",HLTHOUT,STROKE,2836000,28121020207,Stroke
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,45.5,,,43.5,47.2,"3,832","(32.2808856068, -90.2219754256)",UNHBEH,OBESITY,2836000,28049003400,Obesity
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011103,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,76.5,,,75.6,77.4,"1,171","(32.2289509142, -90.2151651714)",PREVENT,CHECKUP,2836000,28049011103,Annual Checkup
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002100,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,52.3,,,50.4,53.9,"3,257","(32.3151937739, -90.2240153221)",HLTHOUT,BPHIGH,2836000,28049002100,High Blood Pressure
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010202,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,42.3,,,40.8,44,"6,137","(32.3844840557, -90.1837056957)",HLTHOUT,HIGHCHOL,2836000,28049010202,High Cholesterol
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003500,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,75.4,,,73.9,76.8,"3,931","(32.2626920049, -90.2228454457)",PREVENT,BPMED,2836000,28049003500,Taking BP Medication
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000301,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,29.2,,,21.1,38.1,"2,637","(32.3665228128, -90.1634025553)",HLTHOUT,TEETHLOST,2836000,28049000301,Teeth Loss
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003000,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,,,4.5,4.8,"2,104","(32.2795847495, -90.2022037077)",HLTHOUT,CANCER,2836000,28049003000,Cancer (except skin)
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000301,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.1,,,33.1,43.2,"2,637","(32.3665228128, -90.1634025553)",PREVENT,DENTAL,2836000,28049000301,Dental Visit
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010202,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,57.8,,,51.7,63.2,"6,137","(32.3844840557, -90.1837056957)",PREVENT,DENTAL,2836000,28049010202,Dental Visit
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28089030105,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14,,,11.3,17.2,622,"(32.4055231258, -90.1578816308)",HLTHOUT,BPHIGH,2836000,28089030105,High Blood Pressure
2014,MS,Mississippi,Jackson,City,BRFSS,Health Outcomes,2836000,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10,,,9.9,10.2,"173,514","(32.31627222, -90.2124528561)",HLTHOUT,CASTHMA,2836000,,Current Asthma
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010902,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.7,,,9.2,10.2,"1,819","(32.3020333386, -90.2663131694)",UNHBEH,BINGE,2836000,28049010902,Binge Drinking
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010801,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,25.6,,,19.8,32.2,"1,604","(32.3096172571, -90.2991097228)",PREVENT,COREM,2836000,28049010801,Core preventive services for older men
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010102,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,63.5,,,59.8,66.9,"5,673","(32.3914073435, -90.1326233954)",PREVENT,COLON_SCREEN,2836000,28049010102,Colorectal Cancer Screening
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000500,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,28,,,22,34.2,"6,041","(32.3607883236, -90.1824183353)",PREVENT,COREM,2836000,28049000500,Core preventive services for older men
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000100,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.1,,,34.8,37.3,"4,584","(32.3760966125, -90.1333490224)",HLTHOUT,BPHIGH,2836000,28049000100,High Blood Pressure
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010102,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.5,,,22.9,28.5,"5,673","(32.3914073435, -90.1326233954)",UNHBEH,LPA,2836000,28049010102,Physical Inactivity
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001900,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.6,,,8.8,10.4,"1,950","(32.3199223985, -90.1980304796)",HLTHOUT,CHD,2836000,28049001900,Coronary Heart Disease
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011400,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,70.2,,,64.3,75.3,"1,272","(32.3113779365, -90.1880062695)",PREVENT,MAMMOUSE,2836000,28049011400,Mammography
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010101,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,,,4,5.6,"6,121","(32.3885604745, -90.1001598448)",HLTHOUT,COPD,2836000,28049010101,COPD
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011103,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,13.6,,,10.4,17.3,"1,171","(32.2289509142, -90.2151651714)",HLTHOUT,TEETHLOST,2836000,28049011103,Teeth Loss
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010203,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,28.3,,,20.4,37.5,"2,892","(32.3777863053, -90.2193404986)",HLTHOUT,TEETHLOST,2836000,28049010203,Teeth Loss
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000302,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,21.2,,,15.6,27.6,"4,050","(32.3700798374, -90.1547605542)",HLTHOUT,TEETHLOST,2836000,28049000302,Teeth Loss
2014,MS,Mississippi,Jackson,City,BRFSS,Prevention,2836000,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,76.9,,,76.7,77.1,"173,514","(32.31627222, -90.2124528561)",PREVENT,CHECKUP,2836000,,Annual Checkup
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010301,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,29,,,20.8,38.7,"3,284","(32.3659087039, -90.261172434)",HLTHOUT,TEETHLOST,2836000,28049010301,Teeth Loss
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000400,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77,,,76.3,77.6,"3,373","(32.3541845971, -90.1641486204)",PREVENT,CHECKUP,2836000,28049000400,Annual Checkup
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003200,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,55.5,,,52,58.8,"1,586","(32.2940043377, -90.2226483173)",PREVENT,COLON_SCREEN,2836000,28049003200,Colorectal Cancer Screening
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000900,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.7,,,10.7,12.9,"2,015","(32.3436482912, -90.2098240871)",HLTHOUT,CASTHMA,2836000,28049000900,Current Asthma
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000100,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,88.2,,,86.2,89.9,"4,584","(32.3760966125, -90.1333490224)",PREVENT,PAPTEST,2836000,28049000100,Pap Smear Test
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28089030105,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.5,,,8.5,20.1,622,"(32.4055231258, -90.1578816308)",HLTHOUT,MHLTH,2836000,28089030105,Mental Health
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000400,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.5,,,6,7.1,"3,373","(32.3541845971, -90.1641486204)",HLTHOUT,CHD,2836000,28049000400,Coronary Heart Disease
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003800,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,73.2,,,72,74.5,"3,019","(32.245231086, -90.2219378426)",PREVENT,CHECKUP,2836000,28049003800,Annual Checkup
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003200,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,28.4,,,24.1,33.1,"1,586","(32.2940043377, -90.2226483173)",PREVENT,COREM,2836000,28049003200,Core preventive services for older men
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,32.8,,,26.9,39.1,"3,581","(32.2952059785, -90.2068443548)",HLTHOUT,TEETHLOST,2836000,28049011500,Teeth Loss
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28089030105,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.7,,,18.7,28,622,"(32.4055231258, -90.1578816308)",UNHBEH,OBESITY,2836000,28089030105,Obesity
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001000,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,54.9,,,53.1,56.5,"1,509","(32.3305746651, -90.2089575618)",HLTHOUT,BPHIGH,2836000,28049001000,High Blood Pressure
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011002,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,57.5,,,53.5,61.1,"4,390","(32.2610272446, -90.265130469)",PREVENT,COLON_SCREEN,2836000,28049011002,Colorectal Cancer Screening
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010202,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.6,,,4,5.5,"6,137","(32.3844840557, -90.1837056957)",HLTHOUT,STROKE,2836000,28049010202,Stroke
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010809,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,13.2,,,8.9,18.8,"2,093","(32.2562304412, -90.3139868721)",HLTHOUT,TEETHLOST,2836000,28049010809,Teeth Loss
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010808,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.6,,,11.6,14,"4,494","(32.2679492554, -90.297683472)",HLTHOUT,DIABETES,2836000,28049010808,Diabetes
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003600,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.7,,,9.8,11.6,"3,952","(32.2631259622, -90.2457588861)",HLTHOUT,CASTHMA,2836000,28049003600,Current Asthma
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010809,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,15.1,,,11.5,19.3,"2,093","(32.2562304412, -90.3139868721)",PREVENT,ACCESS2,2836000,28049010809,Health Insurance
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000500,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,,,5.2,6.7,"6,041","(32.3607883236, -90.1824183353)",HLTHOUT,STROKE,2836000,28049000500,Stroke
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28089030105,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.8,,,2.3,3.4,622,"(32.4055231258, -90.1578816308)",HLTHOUT,DIABETES,2836000,28089030105,Diabetes
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.7,,,45.1,48.2,"1,823","(32.341655318, -90.1880337023)",UNHBEH,OBESITY,2836000,28049001200,Obesity
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010202,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.9,,,14.4,21.7,"6,137","(32.3844840557, -90.1837056957)",UNHBEH,CSMOKING,2836000,28049010202,Current Smoking
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010102,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,74.6,,,71.1,77.7,"5,673","(32.3914073435, -90.1326233954)",PREVENT,MAMMOUSE,2836000,28049010102,Mammography
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28121020207,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,*,Estimates suppressed for population less than 50,,,1,"(32.2959128998, -90.0677891779)",HLTHOUT,BPHIGH,2836000,28121020207,High Blood Pressure
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010203,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,83.2,,,82,84.3,"2,892","(32.3777863053, -90.2193404986)",PREVENT,BPMED,2836000,28049010203,Taking BP Medication
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000302,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,34.5,,,32.9,36.3,"4,050","(32.3700798374, -90.1547605542)",HLTHOUT,HIGHCHOL,2836000,28049000302,High Cholesterol
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001500,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,40.8,,,36.2,45.3,"3,264","(32.3195456692, -90.1687404216)",PREVENT,COREW,2836000,28049001500,Core preventive services for older women
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011500,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,40.4,,,34.5,45.6,"3,581","(32.2952059785, -90.2068443548)",PREVENT,DENTAL,2836000,28049011500,Dental Visit
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000200,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,39.2,,,33.6,44.3,"5,395","(32.3604779334, -90.1295873326)",PREVENT,COREW,2836000,28049000200,Core preventive services for older women
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003400,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.7,,,16.7,20.8,"3,832","(32.2808856068, -90.2219754256)",HLTHOUT,PHLTH,2836000,28049003400,Physical Health
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010808,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,80.1,,,78.9,81.3,"4,494","(32.2679492554, -90.297683472)",PREVENT,BPMED,2836000,28049010808,Taking BP Medication
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000400,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,12.2,,,11.6,13,"3,373","(32.3541845971, -90.1641486204)",HLTHOUT,DIABETES,2836000,28049000400,Diabetes
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000900,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.7,,,36.8,40.5,"2,015","(32.3436482912, -90.2098240871)",HLTHOUT,ARTHRITIS,2836000,28049000900,Arthritis
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002400,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.6,,,28.9,32.3,"4,565","(32.3034428694, -90.2303837936)",HLTHOUT,ARTHRITIS,2836000,28049002400,Arthritis
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003200,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,47.6,,,40.9,53.3,"1,586","(32.2940043377, -90.2226483173)",PREVENT,DENTAL,2836000,28049003200,Dental Visit
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002200,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,42,,,40.3,43.8,"2,450","(32.3230862923, -90.2352663163)",HLTHOUT,HIGHCHOL,2836000,28049002200,High Cholesterol
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001300,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37,,,36.1,38,"4,143","(32.3380096287, -90.1721630218)",HLTHOUT,BPHIGH,2836000,28049001300,High Blood Pressure
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003700,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.9,,,2.7,3.2,"2,926","(32.2505825226, -90.2349934614)",HLTHOUT,KIDNEY,2836000,28049003700,Chronic Kidney Disease
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001100,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,88,,,87.4,88.6,"1,827","(32.3294454095, -90.1955300324)",PREVENT,BPMED,2836000,28049001100,Taking BP Medication
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001900,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.4,,,16.7,20.1,"1,950","(32.3199223985, -90.1980304796)",HLTHOUT,MHLTH,2836000,28049001900,Mental Health
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010101,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,%,CrdPrv,Crude prevalence,38.4,,,37.1,39.7,"6,121","(32.3885604745, -90.1001598448)",HLTHOUT,HIGHCHOL,2836000,28049010101,High Cholesterol
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011001,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.1,,,13.3,14.9,"5,718","(32.2820671233, -90.2675496365)",HLTHOUT,DIABETES,2836000,28049011001,Diabetes
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011500,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.3,,,4.8,6,"3,581","(32.2952059785, -90.2068443548)",HLTHOUT,COPD,2836000,28049011500,COPD
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003600,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,34.3,,,28.4,40,"3,952","(32.2631259622, -90.2457588861)",PREVENT,COREM,2836000,28049003600,Core preventive services for older men
2014,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003800,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.3,,,14.9,17.8,"3,019","(32.245231086, -90.2219378426)",HLTHOUT,PHLTH,2836000,28049003800,Physical Health
2013,MS,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001200,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,53.6,,,51.9,55.2,"1,823","(32.341655318, -90.1880337023)",HLTHOUT,BPHIGH,2836000,28049001200,High Blood Pressure
