TractFIPS,HOLC_Grade,HOLC_Pct,Year,MeasureId,Short_Question_Text,Measure,Data_Value
28049002200,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,5.2
28049003300,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,43.3
28049001900,C,41.85,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,29.7
28049001900,D,56.53,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,29.7
28049002000,No grade,NA,2014,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",19.1
28049010201,No grade,NA,2014,STROKE,Stroke,Stroke among adults aged >=18 Years,4.3
28049000400,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,6
28049010901,No grade,NA,2014,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,3.2
28049010500,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,42
28049002300,No grade,NA,2014,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,74.2
28049010801,No grade,NA,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",45.5
28049000301,No grade,NA,2014,STROKE,Stroke,Stroke among adults aged >=18 Years,3.7
28049010101,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,23.6
28049000700,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,44.9
28049000800,No grade,NA,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,8.3
28049010203,No grade,NA,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,74.9
28049003700,No grade,NA,2013,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,78.1
28049002700,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,27.2
28049002700,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,4.4
28049010809,No grade,NA,2014,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,9.7
28049000301,No grade,NA,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",48.1
28049010102,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.3
28049002000,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,36.6
28049010201,No grade,NA,2013,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,38
28049000500,No grade,NA,2014,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,9.9
28049010301,No grade,NA,2014,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,38
28049011102,No grade,NA,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,78.5
28049002700,No grade,NA,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,7
28049010500,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.9
28049011500,No grade,NA,2014,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,32.6
28049011500,D,90.7,2014,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,32.6
28049010301,No grade,NA,2014,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,10.7
28049000302,No grade,NA,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,75.7
28049010808,No grade,NA,2014,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,12.8
28049000900,No grade,NA,2013,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,46
28049002000,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,11.6
28049010902,No grade,NA,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,71.1
28049010202,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,49.7
28049003500,No grade,NA,2014,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,31
28049000900,No grade,NA,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,79.8
28049003200,No grade,NA,2014,STROKE,Stroke,Stroke among adults aged >=18 Years,4.5
28049003200,D,34.52,2014,STROKE,Stroke,Stroke among adults aged >=18 Years,4.5
28049001400,No grade,NA,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,79.4
28049010101,No grade,NA,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,75.3
28049003300,No grade,NA,2014,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,11.1
28089030105,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,49.4
28049003300,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,13.9
28049002200,No grade,NA,2014,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,12
28049011002,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5.7
28049003700,No grade,NA,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",32.9
28049003700,No grade,NA,2014,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,10.6
28089030105,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,1
28049003500,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,23.9
28049010203,No grade,NA,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",27.2
28049002300,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,9.1
28049011102,No grade,NA,2014,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,10.3
28049010902,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,5.6
28049001600,B,57.35,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,4.2
28049001600,No grade,NA,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,4.2
28049010902,No grade,NA,2014,STROKE,Stroke,Stroke among adults aged >=18 Years,6.5
28049001400,No grade,NA,2013,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,84.8
28049001300,A,31.21,2014,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,12.9
28049001300,No grade,NA,2014,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,12.9
28049010801,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,4.4
28049000600,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,22.5
28049000301,No grade,NA,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,70.7
28049002300,No grade,NA,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,32.7
28049010101,No grade,NA,2014,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,15
28049000900,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,74
28049001600,B,57.35,2014,OBESITY,Obesity,Obesity among adults aged >=18 Years,32.8
28049001600,No grade,NA,2014,OBESITY,Obesity,Obesity among adults aged >=18 Years,32.8
28049010801,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,18.5
28049003000,No grade,NA,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,74.4
28049003000,C,31.84,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,74.4
28049010201,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,4.6
28049003000,No grade,NA,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,8.2
28049003000,C,31.84,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,8.2
28049001600,B,57.35,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,55.2
28049001600,No grade,NA,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,55.2
28089030105,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,2.1
28049000400,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,73.4
28049011101,No grade,NA,2014,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,9.6
28049003200,No grade,NA,2014,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,27
28049003200,D,34.52,2014,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,27
28049000700,No grade,NA,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,25.7
28049001500,A,59.24,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",70.6
28049001500,No grade,NA,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",70.6
28049010203,No grade,NA,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,79.2
28049000800,No grade,NA,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,71
28049001300,A,31.21,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,72.2
28049001300,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,72.2
28049000600,No grade,NA,2014,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,29.1
28049003000,No grade,NA,2013,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,80.7
28049003000,C,31.84,2013,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,80.7
28049010101,No grade,NA,2014,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,10.5
28049003400,No grade,NA,2014,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,20.2
28049000700,No grade,NA,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,78.2
28049003200,No grade,NA,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.8
28049003200,D,34.52,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.8
28049000600,No grade,NA,2014,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,18.9
28049002300,No grade,NA,2013,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,78.9
28049001900,C,41.85,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,5.5
28049001900,D,56.53,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,5.5
28049011001,No grade,NA,2014,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,15.8
28049003000,No grade,NA,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,33
28049003000,C,31.84,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,33
28049010809,No grade,NA,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,62.4
28049010801,No grade,NA,2014,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,12.5
28049010101,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,72.2
28049001200,No grade,NA,2014,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,33
28049001200,D,38.05,2014,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,33
28049010203,No grade,NA,2014,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,3.8
28121020207,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,NA
28049001900,C,41.85,2014,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,34.4
28049001900,D,56.53,2014,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,34.4
28049011400,No grade,NA,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",24.9
28049011400,D,78.1,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",24.9
28049001100,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,75.4
28049000900,No grade,NA,2014,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,5.1
28049000700,No grade,NA,2014,STROKE,Stroke,Stroke among adults aged >=18 Years,4.3
28049010203,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,31.1
28049000800,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,20.4
28121020207,No grade,NA,2013,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,NA
28049011400,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,52.8
28049011400,D,78.1,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,52.8
28049010902,No grade,NA,2014,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,19.3
28049010203,No grade,NA,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",54.5
28049002200,No grade,NA,2014,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,20.2
28049001300,A,31.21,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,9.1
28049001300,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,9.1
28049002100,No grade,NA,2014,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years,19.1
28049003800,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,4.4
28049003700,No grade,NA,2014,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,46.4
28049000301,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.8
28049003500,No grade,NA,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,73.8
28049000600,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,9.6
28049003600,No grade,NA,2013,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.2
28049001100,No grade,NA,2014,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,48.5
28049010301,No grade,NA,2014,OBESITY,Obesity,Obesity among adults aged >=18 Years,44.7
28049010500,No grade,NA,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,21.5
28049010801,No grade,NA,2014,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,40
28049011400,No grade,NA,2013,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,43.2
28049011400,D,78.1,2013,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,43.2
28049000500,No grade,NA,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,44.4
28049010203,No grade,NA,2014,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,47.7
28121020207,No grade,NA,2014,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,NA
28049001500,A,59.24,2014,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,19.8
28049001500,No grade,NA,2014,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,19.8
28049010102,No grade,NA,2014,STROKE,Stroke,Stroke among adults aged >=18 Years,3.1
28049000500,No grade,NA,2014,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,36.6
28049000302,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,39
28049002200,No grade,NA,2014,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,46
28049000100,No grade,NA,2014,STROKE,Stroke,Stroke among adults aged >=18 Years,2.7
28049000900,No grade,NA,2014,STROKE,Stroke,Stroke among adults aged >=18 Years,9.1
28049010203,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,49.1
28049010202,No grade,NA,2014,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,86.4
28049011101,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,73.5
28049002100,No grade,NA,2014,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",20.8
28049003500,No grade,NA,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,69.6
28049010801,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,30.2
28049010102,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,39.4
28049003300,No grade,NA,2014,OBESITY,Obesity,Obesity among adults aged >=18 Years,44.7
28049000200,No grade,NA,2014,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years,31.6
28049011400,No grade,NA,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.7
28049011400,D,78.1,2014,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,77.7
28049002000,No grade,NA,2014,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,46.7
28049001200,No grade,NA,2014,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,4.5
28049001200,D,38.05,2014,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,4.5
28049001300,A,31.21,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,66.1
28049001300,No grade,NA,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,66.1
28049010201,No grade,NA,2013,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,79.9
28049010101,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,8.8
28049011103,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,35.1
28049011002,No grade,NA,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,4.7
28049000700,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,6.6
28049003800,No grade,NA,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,30.7
28049010809,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,4.6
28049001100,No grade,NA,2014,OBESITY,Obesity,Obesity among adults aged >=18 Years,50.1
28049000301,No grade,NA,2014,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,2.9
28049010301,No grade,NA,2013,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,43.7
28049000600,No grade,NA,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,72
28049003500,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,12.3
28049011101,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,25.2
28049010808,No grade,NA,2014,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",62.2
28049010102,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,69.9
28049002400,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,5.2
28049010203,No grade,NA,2014,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years,79.8
28049010901,No grade,NA,2014,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",26.3
28049001400,No grade,NA,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,6.7
28049000200,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,8.5
28049010902,No grade,NA,2014,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",22.5
28049000700,No grade,NA,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,5.5
28049010901,No grade,NA,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,25.7
28049010902,No grade,NA,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",27.4
28049011103,No grade,NA,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,19.2
28049001400,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,9.4
28049001500,A,59.24,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,76.5
28049001500,No grade,NA,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,76.5
28049002700,No grade,NA,2014,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years,10.2
28049010101,No grade,NA,2014,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,14.4
28049003600,No grade,NA,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,71.1
28049000100,No grade,NA,2014,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",40.8
28049011002,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,11.8
28049000200,No grade,NA,2014,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years,19.3
28049002700,No grade,NA,2013,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,80.2
28049000600,No grade,NA,2014,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,4.9
28049010901,No grade,NA,2014,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years,6.2
28049003700,No grade,NA,2014,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years,26.4
28049010808,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,5
28049003500,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,60.8
28049002100,No grade,NA,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,70.6
28049000100,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,4.5
28049001900,C,41.85,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",25
28049001900,D,56.53,2014,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",25
28049000200,No grade,NA,2014,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years,7.1
28049001200,No grade,NA,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,36.7
28049001200,D,38.05,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,36.7
28049002700,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,44.4
28049010901,No grade,NA,2014,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years,72.8
28049001300,A,31.21,2014,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,2.6
28049001300,No grade,NA,2014,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years,2.6
28049002400,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,18
28049010500,No grade,NA,2014,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,18.1
28049000100,No grade,NA,2014,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,10.7
28049000301,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,41.2
28049003400,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,62.6
28049000900,No grade,NA,2014,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years,40.4
28049000302,No grade,NA,2014,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years,12.8
28049003000,No grade,NA,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,67.5
28049003000,C,31.84,2013,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years,67.5
28049001400,No grade,NA,2014,STROKE,Stroke,Stroke among adults aged >=18 Years,2.7
28049002500,No grade,NA,2014,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,17.2
28049002500,B,53.06,2014,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years,17.2
28049010902,No grade,NA,2013,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years,51.3
28049011400,No grade,NA,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,31.6
28049011400,D,78.1,2014,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years,31.6
28049010102,No grade,NA,2014,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years,10.6
28049000100,No grade,NA,2014,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years,72.8
28049003000,No grade,NA,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,10.1
28049003000,C,31.84,2014,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years,10.1
28049000100,No grade,NA,2013,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,81.6
28049001400,No grade,NA,2014,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years,7.2
