StateAbbr,Year,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,Geolocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001500,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.7,3.3,4.1,,,"3,264",POINT (-90.1687404216 32.3195456692),HLTHOUT,CHD,2836000,28049001500,Coronary Heart Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010301,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.1,32.4,35.9,,,"3,284",POINT (-90.261172434 32.3659087039),HLTHOUT,ARTHRITIS,2836000,28049010301,Arthritis
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003000,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10,9.2,10.8,,,"2,104",POINT (-90.2022037077 32.2795847495),HLTHOUT,COPD,2836000,28049003000,COPD
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28121020207,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,1,POINT (-90.0677891779 32.2959128998),HLTHOUT,TEETHLOST,2836000,28121020207,Teeth Loss
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010809,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.9,3.2,4.7,,,"2,093",POINT (-90.3139868721 32.2562304412),HLTHOUT,COPD,2836000,28049010809,COPD
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001400,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.6,2.4,2.8,,,"3,076",POINT (-90.1387066293 32.3400347421),HLTHOUT,KIDNEY,2836000,28049001400,Chronic Kidney Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010201,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,20.7,17.5,24.1,,,"3,250",POINT (-90.161721287 32.3857261753),PREVENT,COREW,2836000,28049010201,Core preventive services for older women
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049000400,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.9,27.9,29.9,,,"3,373",POINT (-90.1641486204 32.3541845971),HLTHOUT,ARTHRITIS,2836000,28049000400,Arthritis
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003600,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.6,9.8,11.5,,,"3,952",POINT (-90.2457588861 32.2631259622),HLTHOUT,CASTHMA,2836000,28049003600,Current Asthma
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003200,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.1,14.5,18,,,"1,586",POINT (-90.2226483173 32.2940043377),HLTHOUT,PHLTH,2836000,28049003200,Physical Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003800,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11,10.1,12,,,"3,019",POINT (-90.2219378426 32.245231086),HLTHOUT,CASTHMA,2836000,28049003800,Current Asthma
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011001,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,32.7,24.8,40.7,,,"5,718",POINT (-90.2675496365 32.2820671233),HLTHOUT,TEETHLOST,2836000,28049011001,Teeth Loss
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28121020207,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,1,POINT (-90.0677891779 32.2959128998),PREVENT,DENTAL,2836000,28121020207,Dental Visit
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049011400,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.8,10.7,13,,,"1,272",POINT (-90.1880062695 32.3113779365),HLTHOUT,CASTHMA,2836000,28049011400,Current Asthma
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010101,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.9,33.1,36.5,,,"6,121",POINT (-90.1001598448 32.3885604745),UNHBEH,OBESITY,2836000,28049010101,Obesity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002000,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.7,16.2,19.3,,,"1,047",POINT (-90.2062608176 32.3197192007),HLTHOUT,MHLTH,2836000,28049002000,Mental Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011001,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.9,22.7,29.1,,,"5,718",POINT (-90.2675496365 32.2820671233),UNHBEH,CSMOKING,2836000,28049011001,Current Smoking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011002,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,50.4,45.8,54.5,,,"4,390",POINT (-90.265130469 32.2610272446),PREVENT,DENTAL,2836000,28049011002,Dental Visit
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010808,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.2,22.5,25.9,,,"4,494",POINT (-90.297683472 32.2679492554),HLTHOUT,ARTHRITIS,2836000,28049010808,Arthritis
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011500,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77.9,76.3,79.3,,,"3,581",POINT (-90.2068443548 32.2952059785),PREVENT,CHECKUP,2836000,28049011500,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002200,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.2,42.3,49.9,,,"2,450",POINT (-90.2352663163 32.3230862923),UNHBEH,LPA,2836000,28049002200,Physical Inactivity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010101,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77.4,76.6,78.1,,,"6,121",POINT (-90.1001598448 32.3885604745),PREVENT,CHECKUP,2836000,28049010101,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001900,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,79.9,77,82.7,,,"1,950",POINT (-90.1980304796 32.3199223985),PREVENT,MAMMOUSE,2836000,28049001900,Mammography
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001000,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.4,22.7,26.2,,,"1,509",POINT (-90.2089575618 32.3305746651),HLTHOUT,DIABETES,2836000,28049001000,Diabetes
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001000,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,27.8,22.8,32.6,,,"1,509",POINT (-90.2089575618 32.3305746651),PREVENT,ACCESS2,2836000,28049001000,Health Insurance
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001500,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.3,6.9,7.8,,,"3,264",POINT (-90.1687404216 32.3195456692),HLTHOUT,CASTHMA,2836000,28049001500,Current Asthma
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003600,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43.8,41.9,45.2,,,"3,952",POINT (-90.2457588861 32.2631259622),UNHBEH,SLEEP,2836000,28049003600,Sleep <7 hours
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010901,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,55,50.4,59,,,"2,764",POINT (-90.2730968105 32.3245803396),PREVENT,COLON_SCREEN,2836000,28049010901,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003400,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.3,36.8,45.3,,,"3,832",POINT (-90.2219754256 32.2808856068),UNHBEH,LPA,2836000,28049003400,Physical Inactivity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000900,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.4,21.1,28.1,,,"2,015",POINT (-90.2098240871 32.3436482912),UNHBEH,CSMOKING,2836000,28049000900,Current Smoking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003700,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.2,12.4,14,,,"2,926",POINT (-90.2349934614 32.2505825226),HLTHOUT,DIABETES,2836000,28049003700,Diabetes
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010808,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43.1,40.9,45.1,,,"4,494",POINT (-90.297683472 32.2679492554),UNHBEH,OBESITY,2836000,28049010808,Obesity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003000,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.7,4.6,4.8,,,"2,104",POINT (-90.2022037077 32.2795847495),HLTHOUT,CANCER,2836000,28049003000,Cancer (except skin)
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002700,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,34.6,26.1,43.2,,,"1,377",POINT (-90.1767733078 32.2960209234),HLTHOUT,TEETHLOST,2836000,28049002700,Teeth Loss
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001400,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,76.9,73,79.8,,,"3,076",POINT (-90.1387066293 32.3400347421),PREVENT,MAMMOUSE,2836000,28049001400,Mammography
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002700,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,27.1,23.7,31,,,"1,377",POINT (-90.1767733078 32.2960209234),PREVENT,ACCESS2,2836000,28049002700,Health Insurance
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000200,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,44.4,36.9,52.1,,,"5,395",POINT (-90.1295873326 32.3604779334),PREVENT,COREM,2836000,28049000200,Core preventive services for older men
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003000,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,42.2,40.2,44.5,,,"2,104",POINT (-90.2022037077 32.2795847495),UNHBEH,LPA,2836000,28049003000,Physical Inactivity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010902,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.2,9,11.5,,,"1,819",POINT (-90.2663131694 32.3020333386),HLTHOUT,COPD,2836000,28049010902,COPD
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010301,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.9,5.7,6.3,,,"3,284",POINT (-90.261172434 32.3659087039),HLTHOUT,CANCER,2836000,28049010301,Cancer (except skin)
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003200,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.4,10.4,13,,,"1,586",POINT (-90.2226483173 32.2940043377),HLTHOUT,CASTHMA,2836000,28049003200,Current Asthma
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001500,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,43.8,36.6,50.6,,,"3,264",POINT (-90.1687404216 32.3195456692),PREVENT,COREM,2836000,28049001500,Core preventive services for older men
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002100,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,49.8,44.9,54.5,,,"3,257",POINT (-90.2240153221 32.3151937739),PREVENT,COLON_SCREEN,2836000,28049002100,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049000500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,22.5,18.5,27.1,,,"6,041",POINT (-90.1824183353 32.3607883236),PREVENT,ACCESS2,2836000,28049000500,Health Insurance
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003200,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.3,19.5,27.5,,,"1,586",POINT (-90.2226483173 32.2940043377),UNHBEH,CSMOKING,2836000,28049003200,Current Smoking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003400,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,87,84.4,89.4,,,"3,832",POINT (-90.2219754256 32.2808856068),PREVENT,PAPTEST,2836000,28049003400,Pap Smear Test
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010202,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,30.8,23.5,38.4,,,"6,137",POINT (-90.1837056957 32.3844840557),PREVENT,COREM,2836000,28049010202,Core preventive services for older men
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010902,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,36.3,27.8,44.8,,,"1,819",POINT (-90.2663131694 32.3020333386),HLTHOUT,TEETHLOST,2836000,28049010902,Teeth Loss
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001500,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.1,18.1,20.1,,,"3,264",POINT (-90.1687404216 32.3195456692),UNHBEH,BINGE,2836000,28049001500,Binge Drinking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000302,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.4,39.2,43.5,,,"4,050",POINT (-90.1547605542 32.3700798374),UNHBEH,SLEEP,2836000,28049000302,Sleep <7 hours
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010202,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,16.7,10,24.9,,,"6,137",POINT (-90.1837056957 32.3844840557),HLTHOUT,TEETHLOST,2836000,28049010202,Teeth Loss
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049001400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.6,23.2,26.2,,,"3,076",POINT (-90.1387066293 32.3400347421),UNHBEH,OBESITY,2836000,28049001400,Obesity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010102,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,77.7,76.8,78.5,,,"5,673",POINT (-90.1326233954 32.3914073435),PREVENT,CHECKUP,2836000,28049010102,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001100,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.8,6.5,7.2,,,"1,827",POINT (-90.1955300324 32.3294454095),HLTHOUT,CANCER,2836000,28049001100,Cancer (except skin)
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011002,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,24.2,20.6,28.5,,,"4,390",POINT (-90.265130469 32.2610272446),PREVENT,COREW,2836000,28049011002,Core preventive services for older women
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010201,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,26.4,22.3,31,,,"3,250",POINT (-90.161721287 32.3857261753),PREVENT,COREM,2836000,28049010201,Core preventive services for older men
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049002100,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.2,8.6,9.8,,,"3,257",POINT (-90.2240153221 32.3151937739),UNHBEH,BINGE,2836000,28049002100,Binge Drinking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010201,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.2,5.7,6.8,,,"3,250",POINT (-90.161721287 32.3857261753),HLTHOUT,CHD,2836000,28049010201,Coronary Heart Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049002000,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,8.4,7.5,9.2,,,"1,047",POINT (-90.2062608176 32.3197192007),HLTHOUT,STROKE,2836000,28049002000,Stroke
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,7.8,5.2,11.8,,,"3,264",POINT (-90.1687404216 32.3195456692),HLTHOUT,TEETHLOST,2836000,28049001500,Teeth Loss
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010809,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.8,20.3,23.4,,,"2,093",POINT (-90.3139868721 32.2562304412),HLTHOUT,ARTHRITIS,2836000,28049010809,Arthritis
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003700,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.4,31,37.7,,,"2,926",POINT (-90.2349934614 32.2505825226),UNHBEH,LPA,2836000,28049003700,Physical Inactivity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003700,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,47.8,43.5,52.1,,,"2,926",POINT (-90.2349934614 32.2505825226),PREVENT,DENTAL,2836000,28049003700,Dental Visit
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049011101,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,29,24.8,33.3,,,"2,827",POINT (-90.2706288247 32.2470923241),PREVENT,COREW,2836000,28049011101,Core preventive services for older women
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010500,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4,3.5,4.7,,,77,POINT (-90.2686162692 32.3891051587),HLTHOUT,STROKE,2836000,28049010500,Stroke
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049011002,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.6,29.2,35.9,,,"4,390",POINT (-90.265130469 32.2610272446),UNHBEH,LPA,2836000,28049011002,Physical Inactivity
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010901,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.8,26.5,29.1,,,"2,764",POINT (-90.2730968105 32.3245803396),HLTHOUT,ARTHRITIS,2836000,28049010901,Arthritis
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049001300,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.6,4.9,6.5,,,"4,143",POINT (-90.1721630218 32.3380096287),HLTHOUT,COPD,2836000,28049001300,COPD
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010809,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.2,7.8,10.7,,,"2,093",POINT (-90.3139868721 32.2562304412),HLTHOUT,PHLTH,2836000,28049010809,Physical Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001900,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,40.3,36.2,44.4,,,"1,950",POINT (-90.1980304796 32.3199223985),PREVENT,DENTAL,2836000,28049001900,Dental Visit
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010102,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,63,59.4,66.4,,,"5,673",POINT (-90.1326233954 32.3914073435),PREVENT,COLON_SCREEN,2836000,28049010102,Colorectal Cancer Screening
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28089030105,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,1,0.8,1.2,,,622,POINT (-90.1578816308 32.4055231258),HLTHOUT,KIDNEY,2836000,28089030105,Chronic Kidney Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28121020207,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,1,POINT (-90.0677891779 32.2959128998),PREVENT,CHECKUP,2836000,28121020207,Annual Checkup
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010301,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,28.6,19.7,38.3,,,"3,284",POINT (-90.261172434 32.3659087039),HLTHOUT,TEETHLOST,2836000,28049010301,Teeth Loss
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049000600,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.7,16.8,24.6,,,"3,442",POINT (-90.2038372112 32.3500168004),UNHBEH,CSMOKING,2836000,28049000600,Current Smoking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003800,Coronary heart disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.5,6.1,7,,,"3,019",POINT (-90.2219378426 32.245231086),HLTHOUT,CHD,2836000,28049003800,Coronary Heart Disease
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010102,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.3,5.1,5.5,,,"5,673",POINT (-90.1326233954 32.3914073435),HLTHOUT,CANCER,2836000,28049010102,Cancer (except skin)
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049010201,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.6,20,27.3,,,"3,250",POINT (-90.161721287 32.3857261753),UNHBEH,CSMOKING,2836000,28049010201,Current Smoking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010203,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,16.1,13.9,18.4,,,"2,892",POINT (-90.2193404986 32.3777863053),HLTHOUT,MHLTH,2836000,28049010203,Mental Health
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Unhealthy Behaviors,2836000-28049003700,Current smoking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,21.8,28.5,,,"2,926",POINT (-90.2349934614 32.2505825226),UNHBEH,CSMOKING,2836000,28049003700,Current Smoking
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049003400,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.1,14,16.1,,,"3,832",POINT (-90.2219754256 32.2808856068),HLTHOUT,DIABETES,2836000,28049003400,Diabetes
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049010202,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,89.7,87.3,91.7,,,"6,137",POINT (-90.1837056957 32.3844840557),PREVENT,PAPTEST,2836000,28049010202,Pap Smear Test
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049001300,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,87.9,86.4,89.2,,,"4,143",POINT (-90.1721630218 32.3380096287),PREVENT,PAPTEST,2836000,28049001300,Pap Smear Test
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049003300,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,20.9,17.4,24.4,,,"6,508",POINT (-90.2392578521 32.2812612493),PREVENT,COREW,2836000,28049003300,Core preventive services for older women
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010201,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.1,4.6,5.6,,,"3,250",POINT (-90.161721287 32.3857261753),HLTHOUT,STROKE,2836000,28049010201,Stroke
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Health Outcomes,2836000-28049010808,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,17.1,12.1,22.7,,,"4,494",POINT (-90.297683472 32.2679492554),HLTHOUT,TEETHLOST,2836000,28049010808,Teeth Loss
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002000,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,86.9,85.1,88.8,,,"1,047",POINT (-90.2062608176 32.3197192007),PREVENT,PAPTEST,2836000,28049002000,Pap Smear Test
MS,2016,Mississippi,Jackson,Census Tract,BRFSS,Prevention,2836000-28049002500,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,52.1,48.4,55.8,,,"2,388",POINT (-90.2084021164 32.308201226),PREVENT,COLON_SCREEN,2836000,28049002500,Colorectal Cancer Screening
